Model,Capacity,range(km),maintenance cost per hour,Price(USD)
Airbus A320,180,6300,3057.44,77882084.73
Bombardier CRJ200,50,3000,4193.31,16532819.88
Airbus A350,350,14800,4244.73,577693724.5
Cessna 172,4,1285,4056.17,343258.17
Airbus A320,180,6300,2730.44,112809874.9
Cessna 172,4,1285,1113.67,382612.67
Airbus A320,180,6300,749,74033283.89
Airbus A320,180,6300,2110.29,69763539.1
Boeing 777,396,15600,4276.44,488702791.5
Boeing 737,162,5700,3442,147608751.6
Cessna 172,4,1285,3412.5,220843.2
Boeing 737,162,5700,2973.3,59272978.27
Airbus A350,350,14800,970.97,354573704.2
Bombardier CRJ200,50,3000,1924.71,10499708.25
Bombardier CRJ200,50,3000,1177.23,21157804.23
Cessna 172,4,1285,2707.76,242980.67
Bombardier CRJ200,50,3000,3677.26,22358710.91
Boeing 737,162,5700,3096.59,61379474.22
Boeing 777,396,15600,1711.04,490990154.9
Boeing 737,162,5700,2276.49,83167398.46
Boeing 737,162,5700,4462.93,59452861.75
Airbus A320,180,6300,510.56,78772451.09
Boeing 777,396,15600,3562.62,435648923.8
Airbus A350,350,14800,3415.27,539755180.3
Bombardier CRJ200,50,3000,1303.03,11344575.08
Boeing 737,162,5700,4198.11,66618675.92
Bombardier CRJ200,50,3000,3185.25,21407726.38
Boeing 737,162,5700,2793.91,90559658.99
Bombardier CRJ200,50,3000,2117.03,24755652.35
Boeing 777,396,15600,4555.67,467973071
Boeing 777,396,15600,2216.34,453894613.3
Cessna 172,4,1285,4693.61,423615.19
Airbus A320,180,6300,4775.95,135527365.1
Airbus A350,350,14800,4521.98,604025659.7
Bombardier CRJ200,50,3000,3512.07,17688947.29
Airbus A320,180,6300,1080.41,154879851.9
Bombardier CRJ200,50,3000,3192.38,13174085.56
Boeing 737,162,5700,4921.94,62295060.27
Airbus A350,350,14800,1227.37,615316549.2
Bombardier CRJ200,50,3000,4647.77,12143515.58
Airbus A350,350,14800,3792.67,462254824.4
Boeing 777,396,15600,3597.32,432777578.2
Bombardier CRJ200,50,3000,2474.02,11783472.59
Bombardier CRJ200,50,3000,4064.85,13846139.94
Boeing 777,396,15600,3446.49,360640123
Boeing 777,396,15600,1025.62,366594108.1
Cessna 172,4,1285,1442.84,252926.75
Boeing 737,162,5700,930.89,141231982.4
Boeing 777,396,15600,3058.12,467655344.5
Cessna 172,4,1285,3620.79,426907.76
Airbus A320,180,6300,4277.34,68647332.97
Boeing 777,396,15600,3546.83,843494729.6
Airbus A350,350,14800,2629.46,407958538.1
Airbus A320,180,6300,2740.41,114743681.9
Bombardier CRJ200,50,3000,4106.08,16533272.1
Boeing 777,396,15600,4217.98,491635492.2
Bombardier CRJ200,50,3000,2859.96,13666722.96
Boeing 777,396,15600,1605.34,590961681.3
Bombardier CRJ200,50,3000,4074.73,13942016.98
Cessna 172,4,1285,2059.11,204195.82
Cessna 172,4,1285,4908.8,387830.01
Boeing 777,396,15600,3683.85,393061630.7
Boeing 777,396,15600,4415.89,391869172.9
Airbus A350,350,14800,4821.2,688400123
Airbus A320,180,6300,4106.17,119018324.7
Airbus A350,350,14800,2662.92,345473593.3
Boeing 737,162,5700,3342.99,52289514.71
Boeing 777,396,15600,2521.06,388226761.1
Airbus A350,350,14800,2460.15,405763909
Airbus A320,180,6300,4249.72,104609635.2
Boeing 777,396,15600,3242.88,387786982.2
Boeing 777,396,15600,1912.02,306078703.3
Boeing 777,396,15600,1462.11,442065900.9
Boeing 737,162,5700,4777.73,100166097.9
Boeing 737,162,5700,734.21,92308027.3
Airbus A320,180,6300,3136.38,86968670.86
Airbus A350,350,14800,2895.37,718291528.8
Boeing 777,396,15600,4173.03,340392333.8
Cessna 172,4,1285,2249.83,446185.13
Airbus A320,180,6300,1393.44,88296696.15
Airbus A350,350,14800,3840.4,480028636.9
Boeing 737,162,5700,4881.84,65973007.44
Bombardier CRJ200,50,3000,2337.07,19772744.8
Boeing 777,396,15600,1272.69,618848079.3
Boeing 737,162,5700,1804.94,104887388.9
Bombardier CRJ200,50,3000,1774.83,11535765.4
Cessna 172,4,1285,1071.21,214122.3
Airbus A320,180,6300,4002.67,88897347.12
Airbus A320,180,6300,4869.07,74930703.13
Cessna 172,4,1285,2283.11,234997.79
Bombardier CRJ200,50,3000,2925.41,12515207.98
Airbus A320,180,6300,3401.85,73030952.82
Boeing 737,162,5700,4779.24,66578424.7
Cessna 172,4,1285,1944.21,325737.21
Airbus A320,180,6300,2903.99,121436100.8
Cessna 172,4,1285,3704.04,242561.01
Airbus A320,180,6300,2310.33,73434536.51
Airbus A320,180,6300,2193.4,57844935.71
Boeing 777,396,15600,735.21,633130833.1
Cessna 172,4,1285,4172.15,290770.04
Airbus A320,180,6300,2688.76,67520874.09
Bombardier CRJ200,50,3000,1562.04,13163837.4
Airbus A350,350,14800,681.46,343795373.1
Airbus A350,350,14800,1584.48,454582741.3
Bombardier CRJ200,50,3000,2840.72,21141972.38
Bombardier CRJ200,50,3000,2007.54,18545080.98
Boeing 777,396,15600,2200.09,364610963.9
Airbus A320,180,6300,3097.4,168884153.4
Boeing 737,162,5700,1360.8,89844041.01
Airbus A320,180,6300,3488.33,83055474.63
Airbus A350,350,14800,1071.65,340679988.1
Boeing 777,396,15600,1283.05,756756572.9
Bombardier CRJ200,50,3000,571.27,17612945.09
Airbus A320,180,6300,3032.74,59705176.01
Cessna 172,4,1285,1827.99,208486.48
Airbus A350,350,14800,939.28,383289384.1
Bombardier CRJ200,50,3000,2074.53,12325719.17
Airbus A350,350,14800,3151.99,547099711.8
Boeing 737,162,5700,1413.47,97698510.59
Boeing 777,396,15600,936.13,666149563.3
Airbus A320,180,6300,3662.32,70320393.29
Cessna 172,4,1285,3695.78,381586.33
Cessna 172,4,1285,609.92,239928.41
Bombardier CRJ200,50,3000,1472.61,10613731.19
Cessna 172,4,1285,4609.43,454019.79
Boeing 777,396,15600,1633.17,635207105.4
Airbus A350,350,14800,3261.69,575122226.8
Airbus A320,180,6300,3251.73,164724811.4
Cessna 172,4,1285,2041.14,216809.2
Airbus A350,350,14800,2842.95,346116200.7
Airbus A320,180,6300,2793.81,133113479.9
Airbus A350,350,14800,2010.01,635586200.4
Cessna 172,4,1285,4431,237629.28
Bombardier CRJ200,50,3000,2485.73,24336901.92
Bombardier CRJ200,50,3000,835.3,21971376.91
Boeing 737,162,5700,3279.63,116827288.1
Airbus A350,350,14800,627.52,374530706.8
Boeing 737,162,5700,3689.05,96131442.3
Boeing 777,396,15600,681.49,482612750.5
Cessna 172,4,1285,2383.02,191834.34
Cessna 172,4,1285,2645.39,267174.36
Airbus A350,350,14800,2280.85,688447013.4
Boeing 737,162,5700,4401.23,63356773.54
Airbus A320,180,6300,1089.19,153869580.2
Boeing 737,162,5700,1427.33,62773477.94
Airbus A320,180,6300,3849.66,121905511
Boeing 777,396,15600,4113.84,483470289.9
Cessna 172,4,1285,4734.35,343209.13
Airbus A320,180,6300,2581.79,160144329.3
Boeing 777,396,15600,1309.09,771976480.5
Boeing 777,396,15600,4856.33,656584398.5
Boeing 777,396,15600,4235.15,378903866.9
Boeing 737,162,5700,4335.97,109660760.5
Airbus A350,350,14800,1768.68,334791914.6
Boeing 737,162,5700,732.59,73959217.14
Boeing 737,162,5700,1550.28,65014733.63
Cessna 172,4,1285,2827.04,283370.97
Boeing 777,396,15600,3282.56,387242258
Airbus A350,350,14800,1203.49,751588627.9
Bombardier CRJ200,50,3000,3113.32,12229497.4
Airbus A350,350,14800,1268.42,392432905.3
Airbus A350,350,14800,2817.17,716900783.5
Bombardier CRJ200,50,3000,3483.08,12002967.42
Airbus A320,180,6300,4889.87,65026451.69
Airbus A350,350,14800,3177.71,411610452.6
Airbus A320,180,6300,4816.56,79954392.01
Airbus A320,180,6300,4046.72,68752404.33
Boeing 737,162,5700,4362.68,148607194.5
Airbus A320,180,6300,2745.66,132085797.9
Airbus A350,350,14800,2545.17,460384534.3
Airbus A320,180,6300,516.74,114668654.1
Airbus A350,350,14800,2518.18,683080622
Cessna 172,4,1285,2076.23,221683.87
Cessna 172,4,1285,3923.17,332933.76
Airbus A350,350,14800,3073.23,443511082.7
Airbus A320,180,6300,1025.95,72386478.13
Cessna 172,4,1285,1888.85,221874.05
Airbus A350,350,14800,788.2,323462499
Cessna 172,4,1285,4826.75,205214.99
Cessna 172,4,1285,3383.2,366042.04
Boeing 737,162,5700,1715.26,57251409.65
Airbus A350,350,14800,1308.47,527132257.4
Cessna 172,4,1285,3042.83,324414.43
Boeing 737,162,5700,3530.83,61273682.11
Bombardier CRJ200,50,3000,3626.69,16867729.58
Airbus A350,350,14800,4805.67,687216242.1
Cessna 172,4,1285,4829.84,425971.22
Airbus A320,180,6300,4980.22,108664801.2
Bombardier CRJ200,50,3000,2465.5,21963000.77
Boeing 737,162,5700,2496.2,115191295.7
Cessna 172,4,1285,4429.64,385174.19
Cessna 172,4,1285,3441.45,199475.44
Cessna 172,4,1285,513.59,233705.05
Airbus A350,350,14800,911.67,625939291.2
Cessna 172,4,1285,1542.12,231799.81
Boeing 777,396,15600,2608.93,408237970.3
Airbus A320,180,6300,1336.24,78487205.21
Cessna 172,4,1285,1265.64,225434.43
Cessna 172,4,1285,2410.22,223812.58
Bombardier CRJ200,50,3000,501.85,16614826.97
Airbus A320,180,6300,4621.74,141798549.5
Bombardier CRJ200,50,3000,3706.71,10771464.08
Cessna 172,4,1285,1936.93,239155.17
Airbus A350,350,14800,2535.46,366848901.1
Cessna 172,4,1285,1205.43,204866.48
Boeing 777,396,15600,2498.51,398868811.3
Boeing 777,396,15600,3560.21,454606198.6
Boeing 737,162,5700,2936.01,65266769.82
Airbus A320,180,6300,1113.13,152374113.1
Airbus A320,180,6300,3136.33,152342178.5
Boeing 777,396,15600,4119.18,410834945.2
Bombardier CRJ200,50,3000,4113.7,9064931.32
Airbus A320,180,6300,2246.55,112277478.1
Boeing 777,396,15600,2325.29,468506137.3
Cessna 172,4,1285,801.92,226842.85
Airbus A350,350,14800,1267.39,485203124
Bombardier CRJ200,50,3000,3452.66,21867304.19
Bombardier CRJ200,50,3000,4635.67,10833782.05
Cessna 172,4,1285,2516.72,209024.19
Bombardier CRJ200,50,3000,1790.9,10272851.81
Boeing 737,162,5700,4374.78,57401744.78
Airbus A350,350,14800,2050.28,579583757
Airbus A350,350,14800,1714.88,594445912.3
Airbus A350,350,14800,2585.97,771868695.6
Airbus A350,350,14800,4431.09,664772815.9
Airbus A320,180,6300,4313.1,127359511.8
Boeing 737,162,5700,2313.01,65345920.77
Airbus A350,350,14800,2883.4,868782446.4
Cessna 172,4,1285,2842.34,497948.75
Boeing 737,162,5700,4375.55,97525489.68
Boeing 777,396,15600,2531.96,481400767.9
Bombardier CRJ200,50,3000,3381.13,13067644.79
Boeing 777,396,15600,2381.59,445367295.5
Boeing 777,396,15600,591.81,764026006.3
Airbus A350,350,14800,1746.61,588485737.9
Bombardier CRJ200,50,3000,3533.99,10707929.91
Bombardier CRJ200,50,3000,656.6,23143550.69
Cessna 172,4,1285,4101.64,224811.04
Bombardier CRJ200,50,3000,3229.31,11734333.12
Cessna 172,4,1285,1739.51,240001.69
Boeing 737,162,5700,2912.87,57976932.64
Airbus A350,350,14800,3733.72,367605483.3
Boeing 737,162,5700,1386.29,132525007
Boeing 777,396,15600,2171.59,340578447
Boeing 777,396,15600,2917.26,319474619
Boeing 737,162,5700,660.25,54060414.96
Boeing 737,162,5700,2993.76,57951912.92
Bombardier CRJ200,50,3000,1635,12747743.67
Bombardier CRJ200,50,3000,4762.27,10269133.59
Boeing 737,162,5700,770.33,63381679.38
Airbus A320,180,6300,1146.59,85973787.13
Bombardier CRJ200,50,3000,541.59,20995554.42
Boeing 737,162,5700,1292.87,69349362.49
Boeing 777,396,15600,1920.44,471153411.8
Boeing 737,162,5700,1503.28,141627003
Boeing 777,396,15600,1687.13,494701744
Bombardier CRJ200,50,3000,2835.22,13161049.1
Airbus A320,180,6300,2620.28,82092709.89
Boeing 737,162,5700,4675.55,69873483.79
Boeing 777,396,15600,1681.85,367568769.4
Boeing 777,396,15600,3848.22,403600467.2
Boeing 737,162,5700,4126.87,93635573.71
Cessna 172,4,1285,3488.57,326422.49
Bombardier CRJ200,50,3000,4475.07,18825240.42
Airbus A320,180,6300,1909.63,121744939.5
Airbus A320,180,6300,4395.77,125117834.5
Boeing 737,162,5700,2317.15,76874124.16
Boeing 777,396,15600,1292.4,361846245.2
Boeing 737,162,5700,1634.31,64646359.73
Bombardier CRJ200,50,3000,2259.92,12021539.97
Boeing 737,162,5700,904.22,82218933.31
Bombardier CRJ200,50,3000,2443.3,26799834.52
Boeing 737,162,5700,2824.46,108902006.5
Boeing 777,396,15600,1631.44,415465066.4
Boeing 777,396,15600,4810.26,472251587.7
Boeing 737,162,5700,1444.52,87853505.27
Airbus A350,350,14800,588.25,603200207.7
Airbus A350,350,14800,1239.77,374364350.1
Airbus A320,180,6300,4063.82,69239250.3
Bombardier CRJ200,50,3000,1646.24,17231235.29
Cessna 172,4,1285,3003.06,326409.15
Boeing 777,396,15600,1143.87,887668796.5
Airbus A350,350,14800,1889.87,331793153.8
Bombardier CRJ200,50,3000,2731.19,15166807.32
Cessna 172,4,1285,894.98,249693.74
Airbus A350,350,14800,2467.77,345614634.5
Airbus A320,180,6300,1116.35,77833658.07
Boeing 737,162,5700,3936.27,70233544.94
Airbus A320,180,6300,2663.54,88658425.86
Airbus A350,350,14800,2366.81,390210350.9
Bombardier CRJ200,50,3000,682.29,13405210.29
Boeing 737,162,5700,4305.85,103781492.2
Bombardier CRJ200,50,3000,3445.8,9908513.32
Boeing 737,162,5700,3096.74,70333334.73
Bombardier CRJ200,50,3000,877.43,20470384.32
Airbus A350,350,14800,3426.34,494106488.3
Cessna 172,4,1285,2261.54,369354.2
Airbus A350,350,14800,3741.87,503482591.8
Boeing 737,162,5700,4746.04,80383832.2
Boeing 737,162,5700,4640.89,71765425.71
Boeing 737,162,5700,3080.75,85280798.76
Airbus A320,180,6300,585.7,145305108.7
Cessna 172,4,1285,4699.01,289929.07
Cessna 172,4,1285,4640.51,212045.34
Cessna 172,4,1285,630.49,190920.14
Boeing 737,162,5700,1464.22,63132639.56
Bombardier CRJ200,50,3000,3084.32,13704133.7
Cessna 172,4,1285,4374.54,214223.51
Bombardier CRJ200,50,3000,557.4,26801296.42
Boeing 737,162,5700,3420.86,51074906.58
Boeing 737,162,5700,4626.94,64170696.47
Airbus A350,350,14800,2181.05,639045297.1
Cessna 172,4,1285,3133.05,213221.94
Boeing 737,162,5700,4146.95,95899798.13
Cessna 172,4,1285,3761.92,200220.14
Airbus A320,180,6300,1726.1,103396366.9
Bombardier CRJ200,50,3000,4912.12,26046221.97
Boeing 777,396,15600,837.92,326903618.1
Cessna 172,4,1285,2142.88,375264.59
Boeing 777,396,15600,3230.24,428470112.4
Cessna 172,4,1285,3371.01,219928.21
Boeing 737,162,5700,3795.31,63663970.68
Airbus A320,180,6300,4426.08,103073297.1
Bombardier CRJ200,50,3000,2813.36,13252651.22
Airbus A320,180,6300,2497.03,103597037.9
Cessna 172,4,1285,3268.47,214398.9
Boeing 737,162,5700,1208.75,105501476.6
Airbus A350,350,14800,1055.59,384323880.6
Airbus A350,350,14800,2271.74,390966478.7
Boeing 737,162,5700,3242.5,57225922.18
Bombardier CRJ200,50,3000,896.03,19540819.88
Boeing 777,396,15600,2580.63,475875192.6
Airbus A350,350,14800,4386.1,400850407.5
Airbus A320,180,6300,4016.85,141220964
Cessna 172,4,1285,1605.88,323055.94
Airbus A320,180,6300,523.96,74010966.91
Bombardier CRJ200,50,3000,2026.42,13243611.82
Airbus A320,180,6300,3241.38,123860827.4
Boeing 737,162,5700,1690.69,116078692.5
Boeing 777,396,15600,3005.65,523369508.6
Cessna 172,4,1285,3163.61,198500.75
Boeing 737,162,5700,1024,102724787.3
Cessna 172,4,1285,1737.41,297616.46
Cessna 172,4,1285,1979.36,169235.68
Bombardier CRJ200,50,3000,3396.97,25399183.16
Boeing 777,396,15600,3368.5,447458054.9
Boeing 737,162,5700,551.25,67005371.1
Airbus A350,350,14800,4180.93,557065695.4
Airbus A320,180,6300,1634.82,148842033.6
Boeing 737,162,5700,1832.29,96199872.84
Boeing 777,396,15600,1244.17,399690336.4
Boeing 777,396,15600,3762.1,483821026.5
Airbus A350,350,14800,3335.16,397452966.6
Bombardier CRJ200,50,3000,2741.58,10002889.85
Airbus A320,180,6300,1789.97,76636770.03
Airbus A350,350,14800,966.99,573413773.8
Boeing 737,162,5700,674.93,67478155.4
Airbus A350,350,14800,2682.47,629876547.1
Boeing 777,396,15600,2829.38,473412328.1
Bombardier CRJ200,50,3000,4986.46,24544515.26
Airbus A320,180,6300,2067.04,86676944.25
Airbus A320,180,6300,2544.22,74964772.52
Bombardier CRJ200,50,3000,983.54,14599338.23
Airbus A350,350,14800,1153.79,397903521.5
Airbus A350,350,14800,4892.32,623965291.7
Boeing 737,162,5700,2287.52,85920248.32
Airbus A320,180,6300,4789.06,146973182.2
Airbus A320,180,6300,683.53,109895080.4
Airbus A320,180,6300,3089.97,108434266.5
Airbus A320,180,6300,1490.49,154922149.3
Boeing 777,396,15600,4651.25,376588771.4
Airbus A320,180,6300,2769.71,88963614.95
Cessna 172,4,1285,1640.29,220320.3
Airbus A320,180,6300,2402.91,82088883.05
Airbus A350,350,14800,2164.99,525199686.1
Boeing 777,396,15600,3751.75,427044470.7
Cessna 172,4,1285,2020.86,238656.21
Cessna 172,4,1285,1982.09,197138.58
Cessna 172,4,1285,2295.68,225413.67
Airbus A350,350,14800,2448.38,515912161.2
Airbus A320,180,6300,2695.44,152881949.3
Airbus A350,350,14800,1800.22,373751972.6
Bombardier CRJ200,50,3000,4714.55,18679386.62
Airbus A320,180,6300,1959.41,81179339.7
Airbus A350,350,14800,1109.38,675881872.1
Cessna 172,4,1285,1501.92,206030.41
Boeing 737,162,5700,4744.84,66466448.91
Boeing 737,162,5700,1966.51,113846837.6
Cessna 172,4,1285,3212.63,211951.31
Cessna 172,4,1285,3458.5,300650.61
Bombardier CRJ200,50,3000,2268.28,14218905.2
Airbus A350,350,14800,3694.12,317243591.6
Cessna 172,4,1285,1600.77,176438.87
Bombardier CRJ200,50,3000,3994.73,16188960.21
Airbus A320,180,6300,3474.38,112418047.8
Airbus A320,180,6300,2322.1,144769252.3
Boeing 737,162,5700,4827.38,88365990.46
Boeing 777,396,15600,2098.09,459412507.7
Airbus A350,350,14800,2341.38,627312228.5
Cessna 172,4,1285,1106.54,280326.68
Airbus A350,350,14800,1260.97,378297762.4
Airbus A350,350,14800,3467.71,396973643.6
Bombardier CRJ200,50,3000,4590.41,16295773.82
Bombardier CRJ200,50,3000,4820.05,13628306.43
Boeing 737,162,5700,4342.77,71347441.77
Boeing 777,396,15600,1719.09,572711540.2
Boeing 777,396,15600,643.48,494542829.4
Bombardier CRJ200,50,3000,1543.37,20788975.25
Cessna 172,4,1285,3034.07,172727.39
Boeing 737,162,5700,1012.75,99588155.01
Bombardier CRJ200,50,3000,3659.44,12943396.16
Bombardier CRJ200,50,3000,4755.33,17126849.32
Boeing 737,162,5700,3196.82,94299283.91
Airbus A350,350,14800,4063.58,685876243.9
Boeing 777,396,15600,4590.13,470076979
Bombardier CRJ200,50,3000,605.57,18953972.41
Boeing 737,162,5700,2915.91,108563284.6
Airbus A320,180,6300,2894.53,71823428.84
Airbus A320,180,6300,4547.54,140141623.6
Bombardier CRJ200,50,3000,2227.77,17467460.76
Cessna 172,4,1285,2641.74,211936.39
Airbus A320,180,6300,3805.19,91145941.66
Boeing 777,396,15600,584.96,742219361.4
Airbus A350,350,14800,2006.31,370859103.3
Boeing 737,162,5700,3643.86,82726889.08
Airbus A350,350,14800,2701.38,565040332
Cessna 172,4,1285,1397.21,216313.75
Bombardier CRJ200,50,3000,1618.41,18973326.69
Cessna 172,4,1285,3968.67,199575.2
Cessna 172,4,1285,3986.86,243236.51
Bombardier CRJ200,50,3000,2541.89,13308624.52
Airbus A350,350,14800,4148.24,425794851.9
Airbus A350,350,14800,1833.98,355552823.5
Boeing 737,162,5700,1893.94,58662144.28
Boeing 777,396,15600,3486.67,360676556.3
Airbus A320,180,6300,1806.28,133918778.7
Airbus A320,180,6300,606.72,133342949.7
Boeing 737,162,5700,3746.8,62713011.54
Bombardier CRJ200,50,3000,4308.43,22136294.11
Airbus A350,350,14800,2318.49,449514005.2
Airbus A350,350,14800,2804.11,884215633
Boeing 777,396,15600,4769.17,453060579.9
Boeing 737,162,5700,4440.73,63227589.07
Bombardier CRJ200,50,3000,4309.41,11173793.04
Cessna 172,4,1285,3866.16,259728.02
Bombardier CRJ200,50,3000,1241.3,11854685.74
Cessna 172,4,1285,1691.9,381139.03
Cessna 172,4,1285,2998.68,409979.42
Airbus A350,350,14800,4122.58,437978565.2
Airbus A320,180,6300,1443.47,88537046.86
Boeing 777,396,15600,3273.01,367377659.4
Boeing 777,396,15600,2019.7,423966104.6
Airbus A320,180,6300,3630.55,106605532.9
Airbus A350,350,14800,2239.22,354841956.6
Airbus A320,180,6300,3347.05,123455653
Airbus A320,180,6300,3533.01,63400216.43
Bombardier CRJ200,50,3000,4295.43,25021806.31
Airbus A320,180,6300,3430.39,81472141.45
Boeing 737,162,5700,1005.72,66830124.63
Airbus A320,180,6300,852.09,113151353.6
Boeing 777,396,15600,4259.69,415040566.2
Cessna 172,4,1285,2840.37,231506.56
Boeing 777,396,15600,2386.62,463225866
Boeing 777,396,15600,2890.99,454431822.5
Airbus A320,180,6300,4061.09,120413715.4
Boeing 737,162,5700,725.29,67102579.31
Airbus A350,350,14800,840,343566503.3
Boeing 777,396,15600,4443.41,463801985.8
Bombardier CRJ200,50,3000,553.42,16089922.87
Boeing 777,396,15600,2906.93,853430166.5
Boeing 777,396,15600,4606.18,723096508.9
Cessna 172,4,1285,4771.01,345000.74
Cessna 172,4,1285,1559.33,298586.04
Bombardier CRJ200,50,3000,2697.51,11775684.76
Airbus A350,350,14800,3591.17,305517576.7
Bombardier CRJ200,50,3000,1252.1,21380966.29
Boeing 777,396,15600,1545.23,399159745.3
Cessna 172,4,1285,1208.2,183294.32
Boeing 777,396,15600,3892.72,366866008.9
Boeing 737,162,5700,3191.82,113565396.7
Airbus A320,180,6300,2874.31,139172442.4
Airbus A320,180,6300,3123.49,84537284.64
